Age	Attrition	BusinessTravel	Gender	JobLevel	JobRole	JobSatisfaction	MonthlyIncome	NumCompaniesWorked	OverTime	PercentSalaryHike	TotalWorkingYears	YearsAtCompany
58	No	Travel_Rarely	Female	3	Healthcare Representative	2	10552	2	Yes	13	24	6
31	No	Travel_Rarely	Male	1	Sales Representative	3	2329	3	No	15	13	7
35	No	Travel_Rarely	Female	2	Healthcare Representative	4	4014	1	Yes	25	10	10
49	No	Travel_Rarely	Female	3	Laboratory Technician	2	7403	4	No	11	29	26
48	No	Travel_Rarely	Male	1	Research Scientist	3	2259	4	No	17	13	0
31	No	Non-Travel	Female	2	Sales Executive	3	6932	1	No	13	9	9
36	No	Travel_Rarely	Male	1	Research Scientist	4	4678	2	No	18	8	6
38	No	Travel_Rarely	Female	3	Research Director	1	13582	1	No	13	15	15
32	No	Non-Travel	Female	1	Laboratory Technician	2	2332	6	No	20	5	3
25	Yes	Travel_Rarely	Male	1	Sales Representative	2	2413	1	Yes	18	1	1
40	No	Travel_Rarely	Male	3	Sales Executive	2	9705	2	No	12	11	1
26	No	Travel_Frequently	Male	2	Sales Executive	1	4294	1	No	12	7	7
41	No	Travel_Rarely	Male	1	Laboratory Technician	1	4721	2	Yes	13	20	18
36	No	Travel_Rarely	Male	1	Laboratory Technician	3	2519	4	No	21	16	11
19	Yes	Travel_Rarely	Male	1	Sales Representative	2	2121	1	Yes	13	1	1
20	Yes	Travel_Rarely	Male	1	Laboratory Technician	1	2973	1	No	19	1	1
31	No	Travel_Rarely	Female	2	Healthcare Representative	4	5855	0	Yes	11	10	9
40	No	Travel_Frequently	Male	1	Research Scientist	2	3617	8	Yes	14	3	1
32	No	Travel_Rarely	Female	2	Manufacturing Director	1	6725	1	No	12	8	8
36	Yes	Travel_Rarely	Male	3	Sales Executive	4	10325	1	Yes	11	16	16
33	No	Travel_Rarely	Female	2	Healthcare Representative	4	6949	0	No	14	6	5
37	Yes	Travel_Rarely	Male	3	Sales Executive	3	10609	5	No	11	17	14
45	No	Non-Travel	Male	2	Laboratory Technician	2	4447	1	No	12	9	9
29	No	Travel_Frequently	Female	1	Sales Representative	4	2157	1	No	15	3	3
35	No	Travel_Rarely	Female	2	Sales Executive	3	4601	1	No	16	5	5
52	No	Travel_Rarely	Male	4	Manager	4	17099	2	No	15	26	9
58	Yes	Travel_Rarely	Male	1	Research Scientist	3	2479	4	No	24	7	1
53	No	Travel_Rarely	Male	4	Manager	3	14852	6	No	13	22	17
30	No	Travel_Rarely	Male	3	Sales Executive	3	7264	5	No	11	10	8
38	No	Non-Travel	Female	2	Sales Executive	4	5666	1	Yes	13	6	5
35	No	Travel_Rarely	Male	3	Sales Executive	4	7823	6	No	13	12	10
39	No	Travel_Rarely	Male	3	Sales Executive	3	7880	0	No	18	9	8
40	Yes	Non-Travel	Female	4	Sales Executive	2	13194	4	Yes	16	22	1
47	No	Travel_Frequently	Male	2	Manufacturing Director	3	5067	1	Yes	19	20	19
36	No	Non-Travel	Male	2	Sales Executive	4	5079	4	No	13	12	7
31	Yes	Non-Travel	Male	1	Research Scientist	1	2321	0	Yes	22	4	3
33	No	Non-Travel	Male	4	Manager	3	17444	1	No	11	10	10
29	Yes	Travel_Rarely	Female	1	Research Scientist	1	2404	6	Yes	20	3	0
33	No	Travel_Rarely	Female	1	Research Scientist	4	3452	3	No	18	5	3
45	No	Travel_Rarely	Female	1	Laboratory Technician	4	2270	3	No	14	8	5
50	No	Travel_Rarely	Male	4	Research Director	4	17399	9	No	22	32	5
33	No	Travel_Frequently	Female	2	Healthcare Representative	2	5488	1	Yes	13	6	6
41	No	Travel_Frequently	Male	5	Research Director	3	19419	2	No	17	21	18
27	No	Travel_Rarely	Female	1	Laboratory Technician	2	2811	9	No	14	4	2
45	No	Non-Travel	Male	2	Laboratory Technician	1	3633	1	Yes	15	9	9
47	No	Travel_Rarely	Female	2	Sales Executive	4	4163	1	Yes	17	9	9
30	Yes	Travel_Rarely	Female	1	Research Scientist	3	2132	4	Yes	11	7	5
50	No	Travel_Rarely	Male	4	Manufacturing Director	3	13973	3	Yes	18	22	12
38	No	Travel_Frequently	Male	1	Research Scientist	3	2684	0	No	17	3	2
46	No	Travel_Rarely	Male	3	Manufacturing Director	3	10845	6	No	13	13	8
24	No	Travel_Rarely	Female	2	Manufacturing Director	3	4377	1	No	15	5	4
35	Yes	Travel_Rarely	Male	1	Laboratory Technician	2	3743	1	Yes	24	5	4
31	No	Travel_Frequently	Female	2	Manufacturing Director	1	4148	1	No	12	4	4
18	No	Non-Travel	Male	1	Research Scientist	4	1051	1	No	15	0	0
54	No	Travel_Rarely	Female	3	Manufacturing Director	3	10739	8	No	11	22	10
35	No	Travel_Rarely	Female	3	Healthcare Representative	3	10388	1	Yes	11	16	16
30	No	Travel_Rarely	Female	3	Research Director	1	11416	0	Yes	12	9	8
20	Yes	Travel_Rarely	Female	1	Research Scientist	1	2600	1	Yes	15	1	1
30	Yes	Travel_Frequently	Female	1	Laboratory Technician	2	2422	0	No	17	4	3
26	No	Travel_Rarely	Male	2	Manufacturing Director	4	5472	1	No	12	8	8
22	No	Travel_Rarely	Male	1	Laboratory Technician	1	2451	1	No	15	4	4
48	No	Travel_Rarely	Male	2	Healthcare Representative	3	4240	2	No	13	19	2
48	No	Travel_Rarely	Male	3	Healthcare Representative	3	10999	7	No	14	27	15
41	No	Travel_Rarely	Female	2	Manufacturing Director	3	5003	6	No	14	8	2
39	No	Travel_Rarely	Female	4	Manufacturing Director	4	12742	1	No	16	21	21
27	No	Travel_Rarely	Female	2	Manufacturing Director	4	4227	0	No	18	4	3
35	No	Travel_Rarely	Male	1	Laboratory Technician	4	3917	1	No	20	3	3
42	No	Travel_Rarely	Male	5	Manager	3	18303	6	No	13	21	1
50	No	Travel_Rarely	Male	1	Laboratory Technician	4	2380	4	No	18	8	1
59	No	Travel_Rarely	Female	4	Manufacturing Director	4	13726	3	Yes	13	30	5
37	Yes	Travel_Rarely	Female	2	Healthcare Representative	2	4777	5	No	15	15	1
55	No	Travel_Frequently	Male	2	Healthcare Representative	2	6385	3	Yes	14	17	8
41	No	Non-Travel	Female	5	Research Director	3	19973	1	No	22	21	21
38	No	Travel_Rarely	Male	2	Sales Executive	4	6861	8	Yes	12	19	1
26	Yes	Non-Travel	Male	2	Sales Executive	1	4969	8	No	18	7	2
52	Yes	Travel_Rarely	Female	5	Manager	4	19845	1	No	15	33	32
44	No	Travel_Rarely	Female	4	Sales Executive	4	13320	3	Yes	18	23	12
50	No	Non-Travel	Female	2	Sales Executive	3	6347	0	No	12	19	18
36	Yes	Travel_Rarely	Female	1	Laboratory Technician	1	2743	1	No	16	18	17
39	No	Travel_Frequently	Female	3	Manufacturing Director	1	10880	1	Yes	13	21	21
33	No	Non-Travel	Female	1	Sales Representative	4	2342	0	No	19	3	2
45	No	Travel_Rarely	Female	4	Manager	4	17650	3	No	13	26	9
32	No	Non-Travel	Female	1	Laboratory Technician	3	4025	9	No	12	10	8
34	No	Travel_Rarely	Male	2	Sales Executive	4	9725	0	No	11	16	15
59	No	Travel_Rarely	Male	3	Manager	4	11904	3	Yes	14	14	6
45	No	Travel_Rarely	Male	1	Human Resources	2	2177	1	No	16	6	6
53	No	Travel_Frequently	Female	3	Sales Executive	2	7525	2	No	12	30	15
36	Yes	Travel_Rarely	Male	2	Laboratory Technician	3	4834	7	No	14	9	1
26	Yes	Travel_Frequently	Male	1	Research Scientist	1	2042	6	Yes	14	6	3
34	No	Travel_Rarely	Female	1	Sales Representative	3	2220	1	Yes	19	1	1
28	No	Travel_Rarely	Male	1	Sales Representative	2	1052	1	No	22	1	1
38	No	Travel_Frequently	Male	1	Research Scientist	3	2821	3	No	16	8	2
50	No	Travel_Rarely	Male	5	Research Director	3	19237	2	Yes	11	29	8
37	No	Travel_Rarely	Female	2	Healthcare Representative	2	4107	3	No	15	8	4
40	No	Travel_Rarely	Male	2	Sales Executive	1	8396	1	No	14	8	7
26	No	Travel_Frequently	Female	1	Research Scientist	3	2007	1	No	13	5	5
46	No	Travel_Rarely	Male	5	Research Director	4	19627	9	No	17	23	2
54	No	Travel_Rarely	Female	3	Sales Executive	3	10686	6	No	11	13	9
56	No	Travel_Frequently	Female	1	Research Scientist	3	2942	2	No	19	18	5
36	No	Travel_Rarely	Female	3	Manufacturing Director	4	8858	0	No	11	15	14
55	No	Non-Travel	Male	4	Manager	1	16756	7	No	15	31	9
43	No	Travel_Rarely	Male	3	Sales Executive	4	10798	5	No	13	18	1
20	Yes	Travel_Frequently	Female	1	Sales Representative	4	2323	1	Yes	14	2	2
21	Yes	Travel_Rarely	Female	1	Laboratory Technician	1	1416	1	No	13	1	1
46	No	Travel_Rarely	Female	2	Research Scientist	1	4615	8	Yes	23	19	16
51	Yes	Travel_Rarely	Male	1	Research Scientist	3	2461	9	Yes	12	18	10
28	Yes	Non-Travel	Male	3	Healthcare Representative	1	8722	1	No	12	10	10
26	No	Travel_Rarely	Male	1	Laboratory Technician	1	3955	1	No	16	6	5
30	No	Travel_Rarely	Male	2	Manufacturing Director	1	9957	0	No	15	7	6
41	No	Travel_Rarely	Female	1	Research Scientist	3	3376	1	No	13	10	10
38	No	Travel_Rarely	Female	3	Healthcare Representative	3	8823	0	No	18	20	19
40	No	Travel_Rarely	Male	3	Healthcare Representative	4	10322	4	No	20	14	11
27	No	Non-Travel	Male	1	Laboratory Technician	3	4621	1	No	19	3	3
55	No	Travel_Frequently	Male	3	Manufacturing Director	2	10976	3	No	18	23	3
28	No	Travel_Rarely	Female	2	Research Scientist	3	3660	3	No	13	10	8
44	Yes	Travel_Rarely	Male	3	Human Resources	1	10482	9	No	14	24	20
33	No	Travel_Rarely	Male	3	Healthcare Representative	4	7119	4	No	15	9	3
35	Yes	Travel_Rarely	Male	3	Sales Executive	1	9582	0	Yes	22	9	8
33	Yes	Travel_Frequently	Female	2	Research Scientist	3	4508	1	No	22	14	13
28	No	Travel_Rarely	Male	1	Laboratory Technician	3	2207	1	No	16	4	4
34	No	Travel_Frequently	Male	2	Healthcare Representative	4	7756	0	No	17	7	6
37	No	Travel_Rarely	Female	2	Sales Executive	4	6694	2	Yes	14	8	1
25	Yes	Travel_Rarely	Male	1	Laboratory Technician	4	3691	1	Yes	15	7	7
26	Yes	Travel_Rarely	Male	1	Laboratory Technician	3	2377	1	No	20	1	1
33	Yes	Travel_Rarely	Male	1	Research Scientist	2	2313	4	Yes	20	5	2
42	No	Travel_Rarely	Male	4	Manager	1	17665	0	No	17	23	22
28	Yes	Travel_Frequently	Male	1	Laboratory Technician	2	2596	1	No	15	1	1
50	Yes	Travel_Frequently	Male	2	Sales Executive	3	4728	3	Yes	14	5	0
33	No	Travel_Frequently	Female	2	Sales Executive	2	4302	0	No	17	4	3
34	No	Non-Travel	Male	1	Research Scientist	4	2979	3	No	17	6	0
48	No	Non-Travel	Male	4	Manager	4	16885	2	No	22	27	5
45	No	Non-Travel	Female	2	Sales Executive	3	5593	1	No	13	15	15
52	No	Travel_Rarely	Male	3	Healthcare Representative	2	10445	7	No	19	18	8
38	No	Travel_Rarely	Male	3	Sales Executive	3	8740	0	Yes	14	9	8
29	No	Travel_Rarely	Female	1	Research Scientist	4	2514	4	No	22	11	7
28	No	Travel_Rarely	Female	3	Manufacturing Director	2	7655	0	No	17	10	9
46	No	Travel_Rarely	Male	4	Manager	3	17465	3	No	12	23	12
38	No	Travel_Rarely	Male	3	Sales Executive	2	7351	7	No	16	10	1
43	No	Travel_Frequently	Female	3	Manufacturing Director	1	10820	8	No	11	18	8
39	Yes	Travel_Frequently	Male	4	Healthcare Representative	4	12169	7	No	11	21	18
40	No	Travel_Rarely	Male	5	Research Director	3	19626	1	No	14	21	20
21	No	Travel_Rarely	Female	1	Research Scientist	2	2070	1	Yes	11	2	2
39	No	Non-Travel	Male	2	Laboratory Technician	2	6782	9	No	15	9	5
36	No	Non-Travel	Male	2	Manufacturing Director	4	7779	2	No	20	18	11
31	No	Travel_Frequently	Male	1	Sales Representative	4	2791	0	No	12	3	2
28	No	Travel_Rarely	Male	1	Research Scientist	2	3201	0	No	17	6	5
35	No	Travel_Frequently	Male	2	Sales Executive	4	4968	1	No	11	5	5
49	No	Travel_Rarely	Male	4	Sales Executive	2	13120	6	No	17	22	9
34	No	Travel_Frequently	Male	2	Manufacturing Director	3	4033	2	No	11	5	3
29	No	Travel_Frequently	Female	1	Research Scientist	2	3291	0	No	14	8	7
42	No	Travel_Rarely	Male	2	Laboratory Technician	4	4272	4	No	19	16	1
29	No	Travel_Rarely	Male	2	Manufacturing Director	4	5056	1	Yes	15	10	10
38	No	Travel_Rarely	Male	1	Human Resources	3	2844	1	No	13	7	7
28	No	Travel_Frequently	Male	1	Research Scientist	3	2703	1	Yes	14	3	3
18	Yes	Non-Travel	Male	1	Laboratory Technician	3	1904	1	No	12	0	0
33	Yes	Travel_Rarely	Female	2	Sales Executive	1	8224	0	Yes	17	6	5
41	No	Travel_Rarely	Male	1	Laboratory Technician	4	4766	3	Yes	11	6	1
31	Yes	Travel_Frequently	Male	1	Laboratory Technician	3	2610	1	No	12	2	2
37	No	Travel_Rarely	Female	2	Healthcare Representative	4	5731	7	No	13	9	6
27	No	Travel_Rarely	Male	1	Research Scientist	3	2539	1	No	13	4	4
34	No	Travel_Rarely	Female	2	Sales Executive	3	5714	1	No	20	6	6
35	No	Travel_Rarely	Male	1	Human Resources	3	4323	1	No	17	6	5
29	Yes	Travel_Rarely	Female	3	Sales Executive	1	7336	1	No	13	11	11
40	No	Travel_Frequently	Female	3	Research Director	3	13499	9	No	17	20	18
42	Yes	Travel_Frequently	Male	4	Sales Executive	1	13758	0	Yes	12	22	21
42	No	Travel_Rarely	Male	2	Sales Executive	1	5155	7	No	13	9	6
35	No	Travel_Rarely	Male	1	Laboratory Technician	3	2258	6	No	12	10	8
24	No	Travel_Rarely	Male	1	Laboratory Technician	2	3597	8	No	22	6	4
28	Yes	Travel_Rarely	Female	1	Laboratory Technician	4	2515	1	Yes	11	1	1
26	No	Travel_Rarely	Male	1	Laboratory Technician	4	4420	1	No	22	8	8
30	No	Travel_Rarely	Male	2	Sales Executive	3	6578	1	No	18	10	10
40	No	Travel_Frequently	Female	2	Research Scientist	4	4422	3	Yes	13	16	1
35	No	Travel_Rarely	Male	3	Manufacturing Director	2	10274	2	No	18	15	7
34	No	Travel_Frequently	Male	2	Healthcare Representative	1	5343	0	No	20	14	13
35	No	Travel_Frequently	Male	1	Laboratory Technician	4	2376	1	No	13	2	2
43	Yes	Travel_Rarely	Female	2	Sales Executive	3	5346	8	No	13	7	4
32	No	Non-Travel	Female	1	Sales Representative	1	2827	1	No	12	1	1
56	No	Travel_Rarely	Female	5	Manager	1	19943	4	No	13	28	5
29	No	Travel_Rarely	Female	1	Laboratory Technician	4	3131	1	No	13	10	10
19	No	Travel_Rarely	Male	1	Research Scientist	1	2552	1	No	25	1	1
45	No	Travel_Rarely	Female	1	Research Scientist	3	4477	4	Yes	19	7	3
37	No	Travel_Rarely	Female	2	Manufacturing Director	4	6474	1	No	13	14	14
20	No	Travel_Rarely	Male	1	Laboratory Technician	3	3033	1	No	12	2	2
44	Yes	Travel_Rarely	Male	1	Research Scientist	3	2936	1	Yes	11	6	6
53	No	Travel_Rarely	Female	5	Manager	3	18606	3	No	18	26	7
29	No	Travel_Rarely	Female	1	Research Scientist	4	2168	0	Yes	18	6	5
22	Yes	Travel_Frequently	Male	1	Research Scientist	4	2853	0	Yes	11	1	0
46	No	Travel_Rarely	Female	4	Manager	1	17048	8	No	23	28	26
44	No	Non-Travel	Male	1	Research Scientist	3	2290	2	No	13	6	0
33	No	Travel_Rarely	Male	1	Human Resources	3	3600	1	No	13	5	5
41	Yes	Non-Travel	Male	1	Research Scientist	1	2107	6	No	17	5	1
30	No	Travel_Rarely	Male	2	Sales Executive	1	4115	8	No	19	8	4
40	No	Travel_Frequently	Male	2	Sales Executive	2	4327	5	No	12	5	0
50	No	Travel_Frequently	Female	4	Manager	1	17856	2	No	22	32	2
28	No	Travel_Rarely	Male	1	Laboratory Technician	1	3196	1	No	12	6	6
46	No	Travel_Rarely	Male	5	Research Director	2	19081	5	No	11	25	4
35	No	Travel_Rarely	Male	2	Sales Executive	1	8966	3	Yes	15	15	7
24	Yes	Travel_Rarely	Female	1	Laboratory Technician	2	2210	1	No	13	1	1
33	No	Travel_Frequently	Female	2	Sales Executive	3	4539	1	No	12	10	10
36	No	Travel_Rarely	Male	1	Laboratory Technician	3	2741	1	No	14	7	7
30	No	Travel_Rarely	Male	2	Laboratory Technician	3	3491	1	No	13	10	10
44	No	Travel_Rarely	Male	2	Research Scientist	4	4541	1	No	25	20	20
20	No	Travel_Rarely	Male	1	Sales Representative	4	2678	1	No	17	2	2
46	No	Travel_Rarely	Male	2	Manufacturing Director	4	7379	2	No	11	12	6
42	No	Non-Travel	Male	2	Human Resources	1	6272	7	No	16	10	4
60	No	Travel_Rarely	Male	2	Sales Executive	4	5220	0	Yes	18	12	11
32	No	Travel_Frequently	Female	1	Laboratory Technician	2	2743	1	No	20	2	2
32	No	Travel_Frequently	Female	2	Research Scientist	3	4998	4	Yes	14	10	8
36	No	Travel_Rarely	Female	3	Manufacturing Director	1	10252	2	Yes	21	17	7
33	No	Travel_Rarely	Male	1	Research Scientist	4	2781	0	No	13	15	14
40	No	Travel_Rarely	Female	2	Sales Executive	2	6852	7	No	12	7	5
25	No	Travel_Rarely	Male	2	Sales Executive	4	4950	0	No	14	5	4
30	No	Travel_Rarely	Male	1	Research Scientist	2	3579	0	Yes	21	12	11
42	No	Travel_Frequently	Female	3	Research Director	1	13191	3	Yes	17	20	1
35	No	Non-Travel	Female	3	Sales Executive	4	10377	4	Yes	11	16	13
27	No	Travel_Rarely	Male	1	Research Scientist	1	2235	1	Yes	14	9	9
54	No	Travel_Frequently	Female	3	Manufacturing Director	3	10502	7	No	17	33	5
44	No	Travel_Rarely	Female	1	Research Scientist	4	2011	1	No	13	10	10
19	Yes	Non-Travel	Female	1	Research Scientist	2	1859	1	Yes	25	1	1
29	No	Travel_Rarely	Female	1	Research Scientist	4	3760	1	No	15	3	3
54	No	Travel_Rarely	Male	4	Research Director	4	17779	3	No	14	36	10
31	No	Travel_Rarely	Male	2	Healthcare Representative	1	6833	1	Yes	12	6	6
31	No	Travel_Rarely	Female	2	Healthcare Representative	1	6812	1	No	19	10	10
59	No	Travel_Rarely	Female	2	Sales Executive	4	5171	5	No	17	13	6
43	No	Travel_Rarely	Male	5	Research Director	4	19740	3	No	14	25	8
49	No	Travel_Rarely	Male	5	Manager	3	18711	2	No	13	23	1
36	No	Travel_Frequently	Male	1	Research Scientist	2	3692	1	No	12	12	11
48	No	Travel_Rarely	Male	1	Laboratory Technician	2	2559	5	No	11	7	1
27	No	Travel_Rarely	Male	1	Research Scientist	3	2517	1	No	11	5	5
29	No	Travel_Rarely	Male	2	Healthcare Representative	4	6623	1	Yes	11	6	6
48	No	Travel_Rarely	Male	5	Research Director	4	18265	6	No	12	25	1
29	No	Travel_Rarely	Female	4	Research Director	4	16124	3	No	14	9	7
34	No	Travel_Rarely	Female	1	Research Scientist	3	2585	0	No	17	2	1
44	No	Travel_Rarely	Male	5	Manager	2	18213	7	No	11	26	22
33	No	Travel_Rarely	Male	3	Sales Executive	3	8380	0	Yes	14	10	9
19	No	Travel_Rarely	Female	1	Research Scientist	4	2994	1	Yes	12	1	1
23	No	Travel_Rarely	Male	1	Research Scientist	3	1223	1	No	22	1	1
25	Yes	Travel_Frequently	Male	1	Sales Representative	4	1118	1	Yes	14	1	1
26	No	Travel_Rarely	Male	1	Research Scientist	4	2875	1	Yes	20	8	8
45	Yes	Travel_Rarely	Female	5	Manager	2	18824	2	Yes	16	26	24
55	No	Non-Travel	Male	4	Healthcare Representative	2	13577	1	Yes	15	34	33
21	Yes	Travel_Frequently	Female	1	Laboratory Technician	3	2625	1	No	20	2	2
46	No	Travel_Rarely	Female	5	Manager	2	18789	2	No	14	26	11
34	No	Travel_Rarely	Female	2	Sales Executive	1	4538	0	Yes	12	4	3
51	No	Travel_Frequently	Male	5	Manager	2	19847	4	Yes	24	31	29
59	No	Travel_Rarely	Male	3	Manufacturing Director	4	10512	6	No	12	25	9
34	No	Travel_Frequently	Female	2	Laboratory Technician	2	4444	4	No	13	15	11
28	No	Travel_Frequently	Male	1	Laboratory Technician	3	2154	0	Yes	11	5	4
44	No	Travel_Rarely	Male	5	Manager	1	19190	1	No	14	26	25
34	No	Travel_Frequently	Male	2	Human Resources	2	4490	4	No	11	14	10
35	No	Travel_Rarely	Male	1	Research Scientist	3	3506	0	Yes	14	4	3
42	No	Travel_Rarely	Female	2	Research Scientist	2	2372	6	Yes	16	18	1
43	No	Travel_Rarely	Female	3	Sales Executive	4	10231	3	No	14	23	21
36	No	Travel_Rarely	Female	2	Manufacturing Director	2	5410	9	Yes	11	18	16
44	Yes	Travel_Rarely	Female	3	Healthcare Representative	4	7978	1	No	11	10	10
28	No	Travel_Frequently	Male	1	Laboratory Technician	4	3867	1	Yes	12	2	2
51	No	Travel_Frequently	Female	1	Laboratory Technician	3	2838	0	No	14	8	7
30	No	Non-Travel	Female	2	Manufacturing Director	3	4695	7	Yes	18	10	8
29	Yes	Travel_Rarely	Female	1	Laboratory Technician	3	3339	3	Yes	13	10	7
28	No	Travel_Rarely	Male	1	Research Scientist	1	2080	2	No	11	5	3
25	No	Travel_Rarely	Female	1	Research Scientist	2	2096	1	No	18	2	2
32	No	Travel_Rarely	Male	2	Sales Executive	4	6209	1	No	15	10	10
45	No	Travel_Frequently	Female	5	Manager	2	18061	3	No	22	22	0
39	No	Travel_Rarely	Female	4	Manager	2	17123	6	Yes	13	21	19
58	No	Travel_Rarely	Male	1	Research Scientist	3	2372	1	No	12	2	2
32	Yes	Travel_Rarely	Male	2	Laboratory Technician	3	4883	1	No	18	10	10
39	Yes	Travel_Rarely	Male	1	Research Scientist	1	3904	0	No	13	6	5
30	No	Travel_Rarely	Female	2	Laboratory Technician	4	4627	0	No	12	10	9
36	No	Travel_Rarely	Female	3	Healthcare Representative	3	7094	3	No	12	10	7
46	No	Travel_Rarely	Female	1	Human Resources	1	3423	6	No	12	10	7
28	No	Non-Travel	Female	2	Laboratory Technician	4	6674	0	No	11	10	9
50	No	Travel_Rarely	Female	4	Research Director	1	16880	4	Yes	11	25	3
40	Yes	Travel_Rarely	Male	3	Sales Executive	2	9094	2	Yes	12	9	5
52	Yes	Travel_Rarely	Male	3	Sales Executive	2	8446	9	Yes	19	10	8
30	No	Travel_Rarely	Female	3	Manager	1	11916	1	Yes	23	9	9
39	No	Travel_Rarely	Male	2	Manufacturing Director	3	4534	0	No	11	9	8
31	No	Non-Travel	Female	3	Sales Executive	3	9852	1	Yes	19	10	10
41	No	Non-Travel	Male	2	Sales Executive	2	6151	1	No	13	19	19
31	Yes	Travel_Frequently	Female	1	Sales Representative	2	2302	1	Yes	11	3	3
44	Yes	Travel_Rarely	Male	1	Laboratory Technician	1	2362	4	No	12	10	3
42	No	Non-Travel	Male	4	Manager	3	17861	0	Yes	13	21	20
55	No	Travel_Rarely	Female	5	Manager	3	19187	4	No	14	23	19
56	No	Travel_Rarely	Male	5	Manager	2	19717	6	No	14	36	7
40	No	Non-Travel	Male	1	Research Scientist	3	3544	9	No	16	6	4
34	No	Travel_Rarely	Male	3	Healthcare Representative	4	8500	0	No	11	10	9
40	No	Travel_Rarely	Male	2	Research Scientist	4	4661	1	No	13	9	9
41	No	Travel_Frequently	Female	2	Sales Executive	1	4103	0	No	17	10	9
35	No	Travel_Frequently	Male	2	Research Scientist	3	4249	1	Yes	11	9	9
51	No	Travel_Rarely	Male	4	Manager	2	14026	1	Yes	11	33	33
38	No	Travel_Rarely	Female	2	Sales Executive	1	6893	3	No	15	11	7
34	No	Travel_Rarely	Female	2	Sales Executive	1	6125	1	No	12	10	10
25	No	Travel_Rarely	Male	1	Laboratory Technician	4	3669	3	No	11	7	3
58	Yes	Travel_Rarely	Female	3	Manufacturing Director	1	10008	7	Yes	14	31	10
40	No	Travel_Rarely	Male	1	Laboratory Technician	2	2387	3	No	22	7	4
36	No	Travel_Frequently	Female	2	Sales Executive	1	4639	2	No	16	17	15
48	No	Travel_Rarely	Male	3	Manufacturing Director	4	7898	1	No	11	11	10
27	No	Travel_Rarely	Female	1	Sales Representative	4	2534	8	No	14	5	1
51	No	Travel_Rarely	Female	4	Manufacturing Director	2	13142	3	No	16	29	5
18	No	Non-Travel	Female	1	Laboratory Technician	4	1611	1	No	15	0	0
35	No	Travel_Rarely	Female	2	Laboratory Technician	4	5363	0	No	12	10	9
27	No	Travel_Frequently	Male	2	Sales Executive	4	5071	3	No	20	8	6
55	Yes	Travel_Rarely	Male	4	Sales Executive	3	13695	6	Yes	17	24	19
56	No	Travel_Rarely	Male	4	Manufacturing Director	2	13402	4	Yes	12	33	19
34	No	Non-Travel	Female	1	Research Scientist	3	2029	1	No	20	5	5
40	No	Travel_Rarely	Female	2	Healthcare Representative	3	6377	5	No	20	15	12
34	No	Travel_Rarely	Male	2	Laboratory Technician	3	5429	4	No	13	10	8
31	Yes	Travel_Frequently	Female	1	Sales Representative	4	2785	7	No	14	3	1
35	Yes	Travel_Frequently	Female	2	Sales Executive	3	4614	0	Yes	18	5	4
38	No	Travel_Frequently	Male	1	Research Scientist	3	2610	1	No	11	4	4
34	No	Travel_Rarely	Female	2	Healthcare Representative	4	6687	1	No	11	14	14
28	No	Travel_Rarely	Male	2	Sales Executive	1	4724	1	No	11	5	5
31	Yes	Travel_Rarely	Male	2	Manufacturing Director	3	6179	1	Yes	15	10	10
39	No	Travel_Rarely	Male	2	Sales Executive	4	6120	3	Yes	12	8	5
51	No	Travel_Frequently	Male	3	Sales Executive	2	10596	2	No	11	14	4
41	No	Travel_Frequently	Female	2	Research Scientist	4	5467	3	Yes	14	12	6
37	No	Travel_Rarely	Male	1	Research Scientist	3	2996	7	Yes	15	8	6
33	No	Travel_Frequently	Male	2	Sales Executive	4	9998	6	No	13	8	5
32	No	Travel_Rarely	Male	2	Sales Executive	2	4078	0	Yes	13	4	3
39	No	Non-Travel	Male	3	Healthcare Representative	3	10920	3	No	21	13	6
25	No	Travel_Rarely	Male	2	Sales Executive	3	6232	2	No	11	6	3
52	No	Travel_Frequently	Female	4	Manufacturing Director	3	13247	2	Yes	11	24	5
43	No	Travel_Rarely	Female	2	Research Scientist	3	4081	1	Yes	14	20	20
27	No	Travel_Rarely	Female	2	Sales Executive	4	5769	1	Yes	11	6	6
27	Yes	Travel_Rarely	Female	1	Research Scientist	3	2394	1	Yes	13	8	8
26	No	Travel_Rarely	Male	1	Research Scientist	4	3904	0	No	12	5	4
42	No	Travel_Rarely	Female	4	Manager	1	16799	0	No	14	21	20
52	No	Travel_Rarely	Female	1	Laboratory Technician	1	2950	9	No	13	12	5
37	No	Travel_Rarely	Female	1	Laboratory Technician	3	3629	4	No	18	8	3
35	No	Travel_Frequently	Male	3	Manufacturing Director	4	9362	2	No	11	10	2
25	No	Travel_Rarely	Male	1	Laboratory Technician	4	3229	4	No	11	7	3
26	No	Travel_Rarely	Male	1	Laboratory Technician	1	3578	0	No	12	8	7
29	No	Travel_Rarely	Male	3	Human Resources	1	7988	1	No	13	10	10
49	Yes	Travel_Frequently	Male	2	Laboratory Technician	1	4284	3	No	20	20	4
29	Yes	Travel_Frequently	Female	3	Healthcare Representative	4	7553	0	Yes	12	9	8
54	No	Travel_Rarely	Female	4	Research Director	4	17328	6	No	19	29	20
58	No	Travel_Rarely	Female	5	Research Director	1	19701	3	Yes	21	32	9
55	No	Travel_Rarely	Male	4	Research Director	4	14732	2	No	13	31	7
36	No	Travel_Rarely	Female	2	Sales Executive	2	9278	3	Yes	16	15	5
